year,dewp,temp,pres,iws,is,ir,month_sin,month_cos,hour_sin,hour_cos,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,pm2_5
2010,-9,-5.0,1026.0,37.54,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0,0,1,0,159.0
2010,-8,-5.0,1027.0,39.33,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890683,-0.25881904510252063,0,0,1,0,164.0
2010,-8,-5.0,1027.0,42.46,0,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,0,0,1,0,170.0
2010,-8,-5.0,1028.0,44.25,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,0,0,1,0,149.0
2010,-7,-5.0,1028.0,46.04,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,154.0
2010,-7,-5.0,1027.0,49.17,1,0,0.49999999999999994,0.8660254037844387,-0.7071067811865477,0.7071067811865474,0,0,1,0,164.0
2010,-8,-6.0,1028.0,52.3,2,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0,0,1,0,156.0
2010,-8,-6.0,1027.0,55.43,3,0,0.49999999999999994,0.8660254037844387,-0.25881904510252157,0.9659258262890681,0,0,1,0,126.0
2010,-7,-6.0,1027.0,58.56,4,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,1,0,90.0
2010,-8,-6.0,1026.0,61.69,5,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,0,0,1,0,63.0
2010,-8,-7.0,1026.0,65.71,6,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,0,1,0,65.0
2010,-8,-7.0,1025.0,68.84,7,0,0.49999999999999994,0.8660254037844387,0.7071067811865475,0.7071067811865476,0,0,1,0,55.0
2010,-8,-7.0,1024.0,72.86,8,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,0,1,0,65.0
2010,-9,-8.0,1024.0,76.88,9,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,0.25881904510252074,0,0,1,0,83.0
2010,-10,-8.0,1024.0,80.9,10,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,1,0,91.0
2010,-10,-9.0,1024.0,84.92,11,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,0,0,1,0,86.0
2010,-10,-9.0,1024.0,89.84,12,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.49999999999999983,0,0,1,0,82.0
2010,-11,-9.0,1023.0,93.86,13,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,-0.7071067811865475,0,0,1,0,86.0
2010,-11,-9.0,1023.0,97.88,15,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,0,0,1,0,78.0
2010,-11,-9.0,1022.0,102.8,16,0,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,0,0,1,0,98.0
2010,-11,-9.0,1021.0,105.93,17,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,0,0,1,0,107.0
2010,-11,-9.0,1020.0,111.74,19,0,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683,0,0,1,0,90.0
2010,-11,-9.0,1020.0,116.66,20,0,0.49999999999999994,0.8660254037844387,-0.4999999999999998,-0.8660254037844388,0,0,1,0,96.0
2010,-11,-9.0,1020.0,121.58,21,0,0.49999999999999994,0.8660254037844387,-0.7071067811865471,-0.7071067811865479,0,0,1,0,95.0
2010,-11,-9.0,1020.0,124.71,22,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0,0,1,0,86.0
2010,-11,-9.0,1020.0,127.84,23,0,0.49999999999999994,0.8660254037844387,-0.9659258262890683,-0.25881904510252063,0,0,1,0,70.0
2010,-11,-9.0,1021.0,0.89,24,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,0,0,0,1,61.0
2010,-11,-9.0,1022.0,1.78,25,0,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,0,0,0,1,53.0
2010,-10,-9.0,1022.0,4.02,26,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,1,0,0,71.0
2010,-11,-10.0,1023.0,7.15,27,0,0.49999999999999994,0.8660254037844387,-0.7071067811865477,0.7071067811865474,0,1,0,0,72.0
2010,-11,-9.0,1023.0,11.17,0,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0,1,0,0,76.0
2010,-12,-11.0,1023.0,14.3,0,0,0.49999999999999994,0.8660254037844387,-0.25881904510252157,0.9659258262890681,0,1,0,0,73.0
2010,-14,-12.0,1023.0,16.09,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,0,79.0
2010,-16,-9.0,1023.0,21.9,0,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,0,1,0,0,58.0
2010,-17,-10.0,1024.0,29.95,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,1,0,0,25.0
2010,-18,-11.0,1024.0,39.78,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865475,0.7071067811865476,0,1,0,0,26.0
2010,-19,-11.0,1025.0,48.72,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,1,0,0,28.0
2010,-20,-12.0,1026.0,55.87,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,0.25881904510252074,0,1,0,0,26.0
2010,-21,-12.0,1027.0,64.81,0,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,1,0,0,20.0
2010,-21,-13.0,1027.0,73.75,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,0,1,0,0,29.0
2010,-22,-13.0,1028.0,80.9,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.49999999999999983,0,1,0,0,26.0
2010,-22,-13.0,1029.0,90.73,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,-0.7071067811865475,0,1,0,0,27.0
2010,-22,-12.0,1030.0,100.56,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,0,1,0,0,27.0
2010,-23,-12.0,1031.0,108.61,0,0,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,0,1,0,0,25.0
2010,-21,-11.0,1030.0,117.55,0,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,0,1,0,0,29.0
2010,-20,-10.0,1030.0,127.38,0,0,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683,0,1,0,0,32.0
2010,-21,-10.0,1030.0,136.32,0,0,0.49999999999999994,0.8660254037844387,-0.4999999999999998,-0.8660254037844388,0,1,0,0,28.0
2010,-21,-9.0,1030.0,145.26,0,0,0.49999999999999994,0.8660254037844387,-0.7071067811865471,-0.7071067811865479,0,1,0,0,29.0
2010,-21,-9.0,1031.0,152.41,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0,1,0,0,30.0
2010,-20,-11.0,1032.0,159.56,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890683,-0.25881904510252063,0,1,0,0,30.0
2010,-23,-11.0,1032.0,165.37,0,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,0,1,0,0,28.0
2010,-21,-12.0,1033.0,171.18,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,0,1,0,0,26.0
2010,-24,-12.0,1034.0,180.12,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,1,0,0,31.0
2010,-24,-13.0,1034.0,187.27,0,0,0.49999999999999994,0.8660254037844387,-0.7071067811865477,0.7071067811865474,0,1,0,0,33.0
2010,-24,-13.0,1035.0,195.32,0,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0,1,0,0,29.0
2010,-26,-15.0,1035.0,198.45,0,0,0.49999999999999994,0.8660254037844387,-0.25881904510252157,0.9659258262890681,0,1,0,0,31.0
2010,-26,-17.0,1035.0,201.58,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,0,30.0
2010,-26,-18.0,1035.0,205.6,0,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,0,1,0,0,34.0
2010,-26,-19.0,1035.0,208.73,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,1,0,0,27.0
2010,-27,-18.0,1035.0,213.65,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865475,0.7071067811865476,0,1,0,0,25.0
2010,-27,-19.0,1035.0,218.57,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,1,0,0,28.0
2010,-27,-16.0,1034.0,4.92,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,0.25881904510252074,1,0,0,0,28.0
2010,-26,-16.0,1035.0,8.05,0,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1,0,0,0,27.0
2010,-27,-16.0,1034.0,13.86,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,1,0,0,0,27.0
2010,-26,-16.0,1035.0,18.78,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.49999999999999983,1,0,0,0,27.0
2010,-26,-15.0,1035.0,24.59,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,-0.7071067811865475,1,0,0,0,29.0
2010,-25,-14.0,1035.0,29.51,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,1,0,0,0,36.0
2010,-25,-13.0,1035.0,34.43,0,0,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,1,0,0,0,30.0
2010,-25,-12.0,1034.0,39.35,0,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,1,0,0,0,27.0
2010,-24,-11.0,1032.0,41.14,0,0,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683,1,0,0,0,39.0
2010,-22,-11.0,1032.0,0.89,0,0,0.49999999999999994,0.8660254037844387,-0.4999999999999998,-0.8660254037844388,0,0,0,1,41.0
2010,-23,-11.0,1031.0,1.79,0,0,0.49999999999999994,0.8660254037844387,-0.7071067811865471,-0.7071067811865479,0,1,0,0,33.0
2010,-24,-11.0,1031.0,3.58,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0,1,0,0,50.0
2010,-23,-11.0,1031.0,5.37,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890683,-0.25881904510252063,0,1,0,0,56.0
2010,-23,-11.0,1032.0,7.16,0,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,0,1,0,0,59.0
2010,-22,-13.0,1033.0,10.29,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,0,1,0,0,60.0
2010,-22,-12.0,1033.0,13.42,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,1,0,0,84.0
2010,-24,-18.0,1033.0,16.55,0,0,0.49999999999999994,0.8660254037844387,-0.7071067811865477,0.7071067811865474,0,1,0,0,106.0
2010,-22,-13.0,1034.0,20.57,0,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0,1,0,0,66.0
2010,-22,-16.0,1033.0,23.7,0,0,0.49999999999999994,0.8660254037844387,-0.25881904510252157,0.9659258262890681,0,1,0,0,50.0
2010,-25,-17.0,1033.0,26.83,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,0,56.0
2010,-25,-14.0,1033.0,4.02,0,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,1,0,0,0,77.0
2010,-26,-14.0,1034.0,8.04,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,1,0,0,0,50.0
2010,-26,-14.0,1033.0,13.85,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865475,0.7071067811865476,1,0,0,0,44.0
2010,-26,-14.0,1033.0,17.87,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1,0,0,0,27.0
2010,-26,-14.0,1033.0,23.68,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,0.25881904510252074,1,0,0,0,28.0
2010,-26,-14.0,1033.0,28.6,0,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1,0,0,0,21.0
2010,-26,-15.0,1034.0,33.52,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,1,0,0,0,25.0
2010,-26,-14.0,1034.0,39.33,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.49999999999999983,1,0,0,0,20.0
2010,-25,-13.0,1035.0,44.25,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,-0.7071067811865475,1,0,0,0,29.0
2010,-25,-12.0,1035.0,50.06,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,1,0,0,0,34.0
2010,-24,-11.0,1035.0,54.98,0,0,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,1,0,0,0,42.0
2010,-24,-10.0,1034.0,59.0,0,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,1,0,0,0,28.0
2010,-22,-10.0,1033.0,4.02,0,0,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683,0,1,0,0,36.0
2010,-22,-9.0,1033.0,5.81,0,0,0.49999999999999994,0.8660254037844387,-0.4999999999999998,-0.8660254037844388,0,1,0,0,48.0
2010,-22,-8.0,1033.0,0.89,0,0,0.49999999999999994,0.8660254037844387,-0.7071067811865471,-0.7071067811865479,0,0,0,1,49.0
2010,-22,-8.0,1033.0,1.79,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0,1,0,0,52.0
2010,-21,-9.0,1033.0,3.58,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890683,-0.25881904510252063,0,1,0,0,56.0
2010,-22,-9.0,1033.0,5.37,0,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,0,1,0,0,96.0
2010,-22,-14.0,1034.0,0.89,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,0,0,0,1,75.0
2010,-22,-12.0,1035.0,1.79,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,1,0,0,105.0
2010,-21,-14.0,1034.0,3.58,0,0,0.49999999999999994,0.8660254037844387,-0.7071067811865477,0.7071067811865474,0,1,0,0,132.0
2010,-22,-16.0,1035.0,5.37,0,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0,1,0,0,93.0
2010,-21,-16.0,1035.0,7.16,0,0,0.49999999999999994,0.8660254037844387,-0.25881904510252157,0.9659258262890681,0,1,0,0,131.0
2010,-21,-16.0,1035.0,8.95,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,0,127.0
2010,-21,-16.0,1035.0,0.45,0,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,0,0,0,1,130.0
2010,-22,-18.0,1036.0,1.34,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,0,0,1,43.0
2010,-23,-15.0,1036.0,4.02,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865475,0.7071067811865476,0,1,0,0,37.0
2010,-24,-16.0,1035.0,7.15,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,1,0,0,30.0
2010,-25,-15.0,1035.0,10.28,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,0.25881904510252074,0,1,0,0,28.0
2010,-24,-15.0,1035.0,14.3,0,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,1,0,0,24.0
2010,-25,-13.0,1036.0,4.92,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,1,0,0,0,23.0
2010,-24,-14.0,1036.0,4.02,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.49999999999999983,0,1,0,0,24.0
2010,-23,-12.0,1036.0,8.94,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,-0.7071067811865475,0,1,0,0,27.0
2010,-22,-11.0,1036.0,12.96,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,0,1,0,0,40.0
2010,-20,-10.0,1036.0,16.09,0,0,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,0,1,0,0,42.0
2010,-21,-9.0,1035.0,19.22,0,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,0,1,0,0,42.0
2010,-21,-8.0,1034.0,21.01,0,0,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683,0,1,0,0,55.0
2010,-20,-7.0,1033.0,22.8,0,0,0.49999999999999994,0.8660254037844387,-0.4999999999999998,-0.8660254037844388,0,1,0,0,52.0
2010,-20,-7.0,1032.0,24.59,0,0,0.49999999999999994,0.8660254037844387,-0.7071067811865471,-0.7071067811865479,0,1,0,0,51.0
2010,-18,-8.0,1032.0,26.38,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0,1,0,0,57.0
2010,-19,-9.0,1032.0,28.17,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890683,-0.25881904510252063,0,1,0,0,50.0
2010,-19,-11.0,1032.0,0.89,0,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,1,0,0,0,54.0
2010,-18,-11.0,1033.0,1.79,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,0,1,0,0,67.0
2010,-19,-15.0,1032.0,1.79,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,1,0,0,0,106.0
2010,-19,-14.0,1032.0,0.45,0,0,0.49999999999999994,0.8660254037844387,-0.7071067811865477,0.7071067811865474,0,0,0,1,159.0
2010,-21,-14.0,1032.0,1.34,0,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0,0,0,1,198.0
2010,-21,-16.0,1032.0,2.23,0,0,0.49999999999999994,0.8660254037844387,-0.25881904510252157,0.9659258262890681,0,0,0,1,190.0
2010,-21,-17.0,1031.0,1.79,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,0,210.0
2010,-19,-16.0,1031.0,3.58,0,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,0,1,0,0,195.0
2010,-20,-16.0,1031.0,0.89,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,1,0,0,0,275.0
2010,-19,-15.0,1030.0,0.89,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865475,0.7071067811865476,0,0,1,0,164.0
2010,-18,-15.0,1030.0,0.45,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,0,0,1,110.0
2010,-18,-15.0,1029.0,1.34,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,0.25881904510252074,0,0,0,1,100.0
2010,-18,-15.0,1029.0,1.79,0,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,1,0,0,81.0
2010,-16,-13.0,1029.0,0.89,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,1,0,0,0,71.0
2010,-16,-12.0,1029.0,0.89,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.49999999999999983,0,0,1,0,66.0
2010,-16,-12.0,1030.0,1.78,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,-0.7071067811865475,0,0,1,0,92.0
2010,-17,-10.0,1030.0,0.89,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,1,0,0,0,135.0
2010,-16,-10.0,1029.0,0.89,0,0,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,0,0,0,1,155.0
2010,-16,-9.0,1028.0,3.13,0,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,0,0,1,0,198.0
2010,-15,-8.0,1026.0,4.92,0,0,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683,0,0,1,0,250.0
2010,-16,-8.0,1026.0,0.89,0,0,0.49999999999999994,0.8660254037844387,-0.4999999999999998,-0.8660254037844388,0,0,0,1,200.0
2010,-16,-8.0,1025.0,1.78,0,0,0.49999999999999994,0.8660254037844387,-0.7071067811865471,-0.7071067811865479,0,0,0,1,231.0
2010,-16,-8.0,1025.0,2.67,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0,0,0,1,250.0
2010,-17,-8.0,1025.0,0.89,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890683,-0.25881904510252063,0,0,1,0,212.0
2010,-17,-9.0,1026.0,0.45,0,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,0,0,0,1,219.0
2010,-17,-11.0,1026.0,1.34,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,0,0,0,1,227.0
2010,-17,-12.0,1026.0,1.79,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,1,226.0
2010,-18,-14.0,1027.0,1.79,0,0,0.49999999999999994,0.8660254037844387,-0.7071067811865477,0.7071067811865474,0,1,0,0,225.0
2010,-16,-9.0,1027.0,4.92,0,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0,1,0,0,168.0
2010,-16,-11.0,1027.0,6.71,0,0,0.49999999999999994,0.8660254037844387,-0.25881904510252157,0.9659258262890681,0,1,0,0,169.0
2010,-17,-13.0,1027.0,0.89,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0,0,1,165.0
2010,-17,-13.0,1027.0,3.13,0,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,0,1,0,0,159.0
2010,-17,-14.0,1027.0,4.92,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,1,0,0,167.0
2010,-17,-15.0,1027.0,8.05,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865475,0.7071067811865476,0,1,0,0,196.0
2010,-17,-13.0,1027.0,9.84,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0,1,0,0,169.0
2010,-19,-16.0,1027.0,13.86,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,0.25881904510252074,0,1,0,0,155.0
2010,-18,-15.0,1027.0,17.88,0,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,1,0,0,119.0
2010,-19,-15.0,1027.0,21.9,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,0,1,0,0,106.0
2010,-18,-14.0,1028.0,25.92,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.49999999999999983,0,1,0,0,93.0
2010,-18,-9.0,1029.0,5.81,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,-0.7071067811865475,1,0,0,0,84.0
2010,-17,-7.0,1029.0,11.62,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,1,0,0,0,73.0
2010,-17,-6.0,1030.0,17.43,0,0,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,1,0,0,0,66.0
2010,-16,-6.0,1029.0,23.24,0,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,1,0,0,0,40.0
2010,-16,-5.0,1029.0,28.16,0,0,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683,1,0,0,0,49.0
2010,-15,-4.0,1029.0,33.08,0,0,0.49999999999999994,0.8660254037844387,-0.4999999999999998,-0.8660254037844388,1,0,0,0,50.0
2010,-14,-4.0,1028.0,37.1,0,0,0.49999999999999994,0.8660254037844387,-0.7071067811865471,-0.7071067811865479,1,0,0,0,49.0
2010,-15,-4.0,1029.0,38.89,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844384,-0.5000000000000004,1,0,0,0,41.0
2010,-15,-4.0,1030.0,1.79,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890683,-0.25881904510252063,0,1,0,0,37.0
2010,-15,-7.0,1030.0,3.13,0,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,1,0,0,0,45.0
2010,-15,-6.0,1031.0,3.13,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,0,1,0,0,44.0
2010,-15,-7.0,1032.0,4.92,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,1,0,0,54.0
2010,-15,-6.0,1032.0,3.13,0,0,0.49999999999999994,0.8660254037844387,-0.7071067811865477,0.7071067811865474,1,0,0,0,50.0
2010,-15,-8.0,1033.0,0.45,0,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0,0,0,1,47.0
